v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v25;v26;v27;v28;v29;v30;v31;v32;v33;v34;v35;v36;v37;v38;v39;v40;v41;v42;v43;v44;v45;v46;v47;v48;v49;v50;v51;v52;v53;v54;v55;v56;v57;v58;v59;v60;v61;v62;v63;v64;v65;v66;v67;v68;v69;v70;v71;v72;v73;v74;KEY;target;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v97;v98;v99;v100;v101;v102;v103;v104;v105;v106;v107;v108;v109;v110;v111;v112;v113;v114
2;-1;-1;0;0;1;2;0;23550;7;-1;36;76;33;-1;-1;-1;13;-1;11775;36;0,3531;20000;0;13;0;2;0;1;0;0;0;0;0;2;20000;35;36;2;36;-0,01;-0,01;;;;;;;;;-0,01;-0,01;0;36;2;;2;649;;;S;CLASICO;0;37;0,75;2;2;M;20000;23550;0;;50;2;2671355470;0;S;0;0;0;0;0;1;0,036075036;0;0;0;0;0,036075036;0,036075036;0;1;0;0;0;0;0,302730251;0;;;0,071870571;0;0;0;1;0;0;0;0,036075036;0,762592042;0;0;0;0,237407958;0;0
3;-1;-1;0;1;0;3;0;81859;4;-1;124;124;0;-1;124;-1;56;-1;27286,33;106;0,5181;66359;13500;55;97;1;2;0;1;0;0;0;0;1;66359;53;106;36;97;50;50;7;-1;0;0;0;0;0;-1;-0,01;-0,01;0;124;2;100;7;648;102;120;S;PREFERENTE;0;36;0,9091;7;1;H;66359;81859;0;;54;7;2685487590;0;S;1;0,139596603;0;0;0;0,860403397;0,088838591;0,012401566;0;0;0;0,076437026;0,088838591;0;1;0;0;0;0;1,091990422;;;;1,03494217;0;0;0;1;0;0;0;0,076437026;0;0;0;0,052242448;0,947757552;0;0
3;-1;79;3;1;0;3;1;40900;1;5;166;166;50;5;166;-1;8;79;13633,33;91;0,2151;9900;20500;90;8;1;2;0;1;0;3;0;1;1;20500;21;91;5;91;75;75;1;2;0;1;1;1;0;1;0;0;1;166;2;90;2;683;75;162;S;PREFERENTE;0;30;0,8;2;1;M;20500;40900;2;172,0566778;50;2;26708290;0;S;0;0;0;0,681906443;0,219064431;0,099029126;0,063757245;0;0;0,009753671;0,003133395;0,001416466;0,014303533;0;0,022216555;0;0,907694871;0,070088573;0;0,269676352;;0,947491046;0,167995062;0,683413686;0;0,681906443;0,219064431;0,099029126;0;0,009753671;0,003133395;0,001416466;0;0,654709193;0,285124395;0,003865228;0,056301184;0;0
1;-1;-1;0;1;0;1;0;3000;16;-1;18;18;0;-1;18;-1;3;-1;3000;3;0,9847;3000;0;3;0;1;0;0;1;0;0;0;0;1;3000;98;3;3;3;;;;;;;;;;;;;0;18;3;;2;660;;;S;PREFERENTE;0;26;0,3333;2;1;H;3000;3000;1;81,6166;20;2;2700694960;0;S;1;0;0;0;0;1;0,016926202;0;0;0;0;0,016926202;0,016926202;0;1;0;0;0;0;0,84690367;;;;0,473777065;0;0;0;1;0;0;0;0,016926202;0;0;0;0,440577386;0,559422614;0;0
2;-1;-1;0;0;0;2;0;83508;5;-1;35;35;0;-1;-1;-1;28;-1;41754;35;0,8052;64008;0;28;0;1;1;0;0;0;0;0;0;1;64008;80;35;20;35;66,66;66,66;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;35;3;88,88666667;1;689;73;93;S;PREFERENTE;0;27;0,8333;1;1;H;64008;83508;0;1307,998333;50;1;2709869775;0;S;0;0;0;0;0;1;0,083477097;0;0;0;0;0,083477097;0,083477097;0;1;0;0;0;0;1,589335098;;;;1,589335098;0;0;0;1;0;0;0;0,083477097;0;0;0;0;1;0;0
6;-1;-1;2;0;0;6;0;295540;6;9;170;170;25;3;-1;-1;22;-1;49256,67;170;0,6219;41200;94600;21;46;2;4;0;0;0;2;0;0;2;94600;72;170;3;170;83,5;100;1;-1;0;0;0;0;0;-1;0;0;0;170;5;100;1;702;42;100;S;SELECT;0;39;0,9333;1;2;H;94600;295540;2;;50;1;346329515;0;S;0;0;0;0;0,645115487;0,354884513;0,040796561;0;0;0;0,021988588;0,012096143;0,034084731;0;0,296499088;0;0;0,703500912;0;0,613238395;;;1,009739019;0,847304788;0;0;0,645115487;0,354884513;0;0;0,021988588;0,012096143;0;0;0,590330451;0;0,409669549;0;0
2;-1;14;2;0;0;2;1;23913;1;42;85;85;60;42;-1;-1;33;14;11956,5;85;0,154;0;0;0;0;0;2;0;0;0;2;1;0;1;11980;15;85;14;85;-0,01;-0,01;;;;;;;;;-0,01;-0,01;1;85;3;;2;657;;;A;ABC+;1;36;0,4286;2;1;H;11980;23913;0;;;2;2715676930;0;N;0;0;0;0,831228685;0,105263158;0,063508157;0,187075753;0;0;0,008691236;0,00110062;0,000664034;0,01045589;0;0,003549548;0;0,844604408;0,151846044;0;0,143029126;;0,999957782;0,37010458;0,781411304;0;0,831228685;0,105263158;0,063508157;0;0,008691236;0,00110062;0,000664034;0;0,660011296;0,320596453;0;0,019392251;0;0
4;-1;-1;4;0;0;4;0;90990;1;9;45;45;50;9;-1;-1;9;-1;22747,5;45;0,3289;19090;50000;42;16;1;3;0;0;2;2;0;0;3;50000;32;45;9;45;66,5;66,5;1;-1;0;0;0;0;0;-1;0;0;0;45;2;77,66666667;2;676;41;41;S;PREFERENTE;0;39;0,9;2;3;M;50000;90990;3;334,5848333;50;2;2718273860;0;S;0;0;0;0;0,575289575;0,424710425;0,018377439;0;0;0;0,006012234;0,004438562;0,010450797;0;0,241522346;0;0;0,758477654;0;0,353232774;;;0,338018342;0,341571659;0;0;0,575289575;0,424710425;0;0;0,006012234;0,004438562;0;0;0,766450923;0;0,233549077;0;0
2;-1;-1;2;0;0;2;0;65000;7;16;42;42;50;6;-1;-1;2;-1;32500;42;0,0711;20000;45000;2;41;1;1;0;0;0;2;0;0;1;45000;7;42;2;42;;;;;;;;;;;;;0;42;2;;1;711;;;S;PREFERENTE;;31;1;1;1;H;45000;65000;2;;;1;2718302495;0;N;0;0;0;0;0,921386568;0,078613432;0,054966457;0;0;0;0,00316257;0,000269833;0,003432403;0;0,004909048;0;0;0,995090952;0;0,11739749;;;0,986188962;0,951617599;0;0;0,921386568;0,078613432;0;0;0,00316257;0,000269833;0;0;0,960207525;0;0,039792475;0;0
5;-1;-1;0;0;1;5;0;106370;4;-1;105;105;16;-1;-1;-1;10;-1;21274;105;0,6528;20000;16800;10;16;2;3;1;0;0;0;0;0;2;29500;65;105;10;105;75;75;2;-1;0;0;0;0;0;-1;0;0;0;105;2;83,33333333;2;688;101;101;S;PREFERENTE;0;36;0,875;2;2;H;29500;106370;1;625,5066333;50;2;2720930475;0;S;0;0;0;0;0;1;0,074967959;0;0;0;0;0,074967959;0,074967959;0;1;0;0;0;0;0,892422957;0;;;0,391638562;0;0;0;1;0;0;0;0,074967959;0,561151404;0;0;0;0,438848596;0;0
2;-1;-1;0;0;1;2;0;98000;4;-1;28;28;33;-1;-1;-1;5;-1;49000;28;0,5247;49000;49000;4;28;1;1;1;0;0;0;0;0;1;49000;52;28;5;28;100;100;1;-1;0;0;0;0;0;-1;0;0;0;28;3;100;2;677;24;24;S;PREFERENTE;0;39;0,7;2;1;H;49000;98000;1;;20;2;2723202070;0;S;1;0;0;0;0;1;0,012933717;0;0;0;0;0,012933717;0,012933717;0;1;0;0;0;0;0,503545266;0;;;0,181723717;0;0;0;1;0;0;0;0,012933717;0,639111457;0;0;0;0,360888543;0;0
6;-1;-1;3;0;0;6;0;347400;9;7;117;117;33;2;-1;-1;5;-1;57900;117;0,4239;72000;77500;6;23;1;5;0;0;0;3;0;0;1;77500;42;117;2;117;-0,01;-0,01;;;;;;;;;-0,01;-0,01;0;117;5;;1;703;;;S;ABC+;0;40;0,8889;1;1;M;77500;347400;5;-74,4725;20;1;2723313390;0;S;0;0;0;0;0,337037037;0,662962963;0,059566174;0;0;0;0,015767215;0,031014632;0,046781847;0;0,520675243;0;0;0,479324757;0;0,800130414;;;0,959538472;0,869357516;0;0;0,337037037;0,662962963;0;0;0,015767215;0,031014632;0;0;0,434276053;0;0,565723947;0;0
4;-1;-1;2;0;0;5;0;519500;22;10;32;32;28;10;-1;-1;10;-1;103900;32;0,2326;50000;187500;10;32;1;4;0;0;0;2;0;0;1;187500;23;32;2;32;0;0;3;-1;0;0;0;0;0;-1;-0,01;-0,01;0;32;5;;7;611;29;86;S;SELECT;0;43;0,5;7;1;H;187500;519500;2;;51;7;2743894365;0;S;0;0;0;0;0,63181216;0,36818784;0,066690386;0;0;0;0,031536225;0,018377701;0,049913926;0;0,275567463;0;0;0,724432537;0;0,279460766;;;0,705917641;0,496944625;0;0;0,63181216;0,36818784;0;0;0,031536225;0,018377701;0;0;0,509978551;0;0,490021449;0;0,000528986
2;-1;-1;1;0;0;2;0;71900;6;9;12;12;33;9;-1;-1;11;-1;35950;12;0,5174;16900;55000;11;11;1;1;0;0;0;1;0;0;1;55000;51;12;1;12;66,665;66,665;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;12;2;77,77666667;1;704;49;49;S;PREFERENTE;0;26;0,8571;1;1;H;55000;71900;3;;51;1;2743934500;0;S;1;0;0;0;0,414116687;0,585883313;0,038603188;0;0;0;0,018313696;0,025909821;0,044223517;0;0,671183444;0;0;0,328816556;0;0,618385837;;;0,890539484;0,687468215;0;0;0,414116687;0,585883313;0;0;0,018313696;0,025909821;0;0;0,253835944;0;0,746164056;0;0
1;-1;-1;0;0;0;1;1;3000;10;-1;1;97;50;-1;-1;-1;1;-1;3000;1;0,543;3000;0;1;0;1;0;0;0;0;0;0;1;1;3000;54;1;1;1;;;;;;;;;;;;;1;1;2;;96;620;;;S;PREFERENTE;;45;0,7143;96;1;M;3000;3000;1;;;96;2787358615;0;N;0;0;0;0;0;1;0,030693677;0;0;0;0;0,030693677;0,030693677;0;1;0;0;0;0;0,520613615;;0;;0,004642467;0;0;0;1;0;0;0;0,030693677;0;0,991082701;0;0;0,008917299;0;0
2;11;-1;3;0;1;3;0;67114;1;24;110;110;57;18;-1;11;83;-1;22371,33;110;0,7453;26114;0;82;0;1;2;1;0;0;3;0;0;1;26114;74;110;11;110;100;100;1;-1;0;0;0;0;0;-1;0;0;0;110;2;100;5;549;105;105;S;CLASICO;0;35;0,625;5;1;H;26114;67114;1;612,7522667;50;5;2800350510;0;S;0;0;0,395047557;0;0,121843227;0,483109216;0,117799948;0;0,017590554;0;0,005425397;0,021511736;0,044527687;0;0,182612442;0,566486672;0;0,250900886;0;0,910045305;0,924335756;;0,704830769;0,855070383;0,395047557;0;0,121843227;0,483109216;0,017590554;0;0,005425397;0,021511736;0,524036826;0;0,304382167;0;0,171581008;0;0,005458256
2;-1;-1;0;0;0;3;0;34010;2;-1;26;26;0;-1;-1;-1;10;-1;11336,67;26;0,9007;25000;0;9;0;2;1;0;0;0;0;0;0;2;25000;90;26;9;26;25;25;3;-1;0;0;0;0;0;-1;0;0;0;26;2;58,5;3;578;8;22;S;PREFERENTE;0;23;0,6667;3;2;H;25000;34010;1;577,5828153;50;3;2801683935;0;S;1;0;0;0;0;1;0,062448993;0;0;0;0;0,062448993;0,062448993;0;1;0;0;0;0;0,932766968;;;;0,932766968;0;0;0;1;0;0;0;0,062448993;0;0;0;0;1;0;0,007442954
4;-1;9;1;0;0;4;3;59903;8;65;26;65;50;65;-1;-1;2;9;14975,75;26;0,4475;27000;17104;8;26;1;3;0;0;0;1;2;1;3;27000;44;26;1;26;100;100;1;1;2;2;2;2;2;1;50;50;3;65;2;100;1;711;61;61;A;PREFERENTE;2;64;1;1;3;M;27000;59903;5;1034,384567;50;1;2810355395;0;S;0;0;0;0,31532453;0,554305375;0,130370095;0,052297822;0;0;0,006185924;0,010874165;0,002557554;0,019617644;0;0,048903645;0;0,498002481;0,453093874;0;0,779121135;;0,45390532;0,977862205;0,616040564;0;0,31532453;0,554305375;0,130370095;0;0,006185924;0,010874165;0,002557554;0;0,675889257;0,285443291;0;0,038667452;0;0
2;-1;-1;0;1;0;2;0;30532;1;-1;44;44;0;-1;35;-1;36;-1;15266;44;0,7449;25522;0;35;0;2;0;0;1;0;0;0;0;2;25522;74;44;33;44;50;50;1;-1;0;0;0;0;0;-1;0;0;0;44;1;100;1;700;-1;32;S;PREFERENTE;0;28;1;1;2;H;25522;30532;0;333,3813979;50;1;2820296915;0;S;0;0;0;0;0;1;0,324055753;0;0;0;0;0,324055753;0,324055753;0;1;0;0;0;0;1,342482734;;;;1,106392294;0;0;0;1;0;0;0;0,324055753;0;0;0;0,175861062;0,824138938;0;0
8;34;-1;2;0;1;8;0;251610;5;92;110;110;27;6;-1;34;4;-1;31451,25;110;0,0363;23110;50000;84;4;1;7;1;0;0;2;0;0;1;50000;3;110;3;110;81,5;94;2;-1;0;0;0;0;0;-1;0;0;0;110;2;92,5;6;568;105;182;S;ABC+;0;45;0,9524;6;1;H;50000;251610;2;;50;6;2836318945;0;S;0;0;0,283314021;0;0,455388181;0,261297798;0,197331;0;0,027261704;0;0,043819426;0,025143208;0,096224338;0;0,12741641;0,097743523;0;0,774840067;0;0,142443129;0,122390925;;0,771453153;0,370711569;0,283314021;0;0,455388181;0,261297798;0,027261704;0;0,043819426;0,025143208;0,296056711;0;0,372339106;0;0,331604183;0;0
2;-1;-1;1;0;0;3;0;107800;1;15;31;31;25;15;-1;-1;23;-1;35933,33;31;0,5826;0;51000;0;24;0;3;0;0;0;1;0;0;0;51000;58;31;15;31;;;;;;;;;;;;;0;31;3;;2;649;;;S;PREFERENTE;0;25;0,8571;2;0;H;51000;107800;0;;51;2;2841456685;1;S;0;0;0;0;0,318580193;0,681419807;0,049523082;0;0;0;0,016590409;0,035485675;0,052076083;0;0,716548191;0;0;0,283451809;0;0,652925214;;;0,485574668;0,594817464;0;0;0,318580193;0,681419807;0;0;0,016590409;0,035485675;0;0;0,347221751;0;0,652778249;0;0,002795495
3;-1;-1;1;0;0;3;0;24000;2;-1;30;55;25;-1;-1;-1;13;-1;8000;30;0,2093;7000;0;12;0;1;2;0;0;0;1;0;0;1;10000;20;30;3;30;62,5;75;2;-1;0;0;0;0;0;-1;0;0;0;30;3;75;2;673;71;71;S;PREFERENTE;0;24;0,7778;2;1;M;10000;24000;0;16,6195;50;2;2841672770;0;S;0;0;0;0;0;1;0,116242038;0;0;0;0;0,116242038;0,116242038;0;1;0;0;0;0;0,244500681;;;0;0,217010064;0;0;0;1;0;0;0;0,116242038;0;0;0,112435748;0;0,887564252;0;0
2;-1;-1;1;0;0;2;0;37000;17;7;6;7;33;7;-1;-1;4;-1;18500;6;0,7212;0;25000;0;6;0;2;0;0;0;1;0;0;0;25000;72;6;4;6;25;25;1;-1;0;0;0;0;0;-1;0;0;0;7;2;75;1;635;3;3;S;PREFERENTE;0;31;1;1;0;H;25000;37000;3;377,3474667;-1;1;2846340505;1;N;1;0;0;0;0,959438905;0,040561095;0,00899348;0;0;0;0,020817367;0,000880072;0,021697439;0;0,097856658;0;0;0,902143342;0;0,877367175;;;0,99375919;0,981023815;0;0;0,959438905;0,040561095;0;0;0,020817367;0,000880072;0;0;0,890582056;0;0,109417944;0;0
3;-1;108;1;0;0;3;2;360288;4;27;249;249;50;27;-1;-1;141;75;120096;249;0,4879;160788;105000;160;140;1;2;0;0;0;1;1;1;2;160788;48;249;27;249;100;100;1;1;2;2;2;2;2;1;100;100;2;249;5;100;1;710;246;246;A;SELECT;1;43;1;1;2;H;160788;360288;0;482,6624667;;1;2856791590;0;N;0;0;0;0,442194525;0,079681275;0,4781242;0,074413921;0;0;0,010997282;0,001981656;0,011890845;0,024869783;0;0,15979329;0;0,799078257;0,041128453;0;1,142000533;;0,444642387;0,301633333;0,482299098;0;0,442194525;0,079681275;0,4781242;0;0,010997282;0,001981656;0,011890845;0;0,8667521;0,065762678;0;0,067485222;0;0
3;-1;-1;0;0;0;3;0;97900;6;-1;48;48;0;-1;-1;-1;17;-1;32633,33;48;0,7305;50000;30000;16;48;1;2;0;0;0;0;0;0;1;50000;73;48;2;48;100;100;1;-1;0;0;0;0;0;-1;0;0;0;48;2;100;1;681;44;66;S;PREFERENTE;0;38;0,8571;1;1;H;50000;97900;0;;-1;1;2858657350;0;N;0;0;0;0;0;1;0,037054645;0;0;0;0;0,037054645;0,037054645;0;1;0;0;0;0;1,045081907;;;;1,045081907;0;0;0;1;0;0;0;0,037054645;0;0;0;0;1;0;0
2;-1;-1;0;0;0;2;0;22999;6;-1;13;30;0;-1;-1;-1;2;-1;11499,5;13;0,9028;20000;2999;12;1;1;1;0;0;0;0;0;0;1;20000;90;13;2;13;100;100;1;-1;0;0;0;0;0;-1;0;0;0;13;2;100;1;686;26;26;S;CLASICO;0;27;1;1;1;M;20000;22999;1;630,1814333;50;1;2875592710;0;S;1;0;0;0;0;1;0,047678675;0;0;0;0;0,047678675;0,047678675;0;1;0;0;0;0;0,878341794;;;;0,878341794;0;0;0;1;0;0;0;0,047678675;0;0;0;0;1;0;0
3;-1;-1;0;0;0;3;0;43873;1;-1;57;57;0;-1;-1;-1;28;-1;14624,33;57;0,9649;20863;0;46;0;3;0;0;0;0;0;0;0;3;20863;96;57;28;57;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;57;2;100;1;689;-1;-1;S;PREFERENTE;0;29;1;1;3;H;20863;43873;0;;51;1;2876989960;0;S;1;0;0;0;0;1;0,062269678;0;0;0;0;0,062269678;0,062269678;0;1;0;0;0;0;0,938979216;;;;0,938979216;0;0;0;1;0;0;0;0,062269678;0;0;0;0;1;0;0
2;-1;-1;0;0;0;2;0;18000;1;-1;14;14;0;-1;-1;-1;4;-1;9000;14;0,7111;10000;0;3;0;2;0;0;0;0;0;0;0;2;10000;71;14;4;14;50;50;1;-1;0;0;0;0;0;-1;0;0;0;14;2;100;1;691;28;28;S;PREFERENTE;0;24;1;1;2;H;10000;18000;1;66,91484479;50;1;2878536135;0;S;1;0;0;0;0;1;0,017578125;0;0;0;0;0,017578125;0,017578125;0;1;0;0;0;0;0,807418154;;;;0,807418154;0;0;0;1;0;0;0;0,017578125;0;0;0;0;1;0;0
2;-1;-1;0;0;0;2;0;43790;2;-1;42;42;0;-1;-1;-1;6;-1;21895;42;0,4763;17390;0;5;0;1;1;0;0;0;0;0;0;1;26400;47;42;6;42;100;100;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;42;1;100;1;691;37;55;S;PREFERENTE;0;27;0,5;1;1;H;26400;43790;1;;20;1;2904477950;0;S;1;0;0;0;0;1;0,078206665;0;0;0;0;0,078206665;0,078206665;0;1;0;0;0;0;0,570447769;;;;0,570447769;0;0;0;1;0;0;0;0,078206665;0;0;0;0;1;0;0
2;-1;-1;3;1;0;2;0;142500;3;31;72;72;50;31;-1;-1;37;-1;71250;72;0,08;71370;0;37;0;2;0;0;1;1;2;0;0;3;71370;8;72;9;72;100;100;1;-1;0;0;0;0;0;-1;0;0;0;72;4;100;1;708;38;38;S;ABC+;0;44;0,8;1;3;H;71370;142500;2;1853,370933;50;1;2907653330;0;S;0;0;0;0;0;1;0,161839565;0;0;0;0;0,161839565;0,161839565;0;1;0;0;0;0;0,122034552;;;0;0,020309943;0;0;0;1;0;0;0;0,161839565;0;0;0,828689889;0,004882301;0,16642781;0;0
4;-1;-1;0;0;0;4;0;29990;9;-1;13;13;0;-1;-1;-1;4;-1;7497,5;13;0,4859;10000;0;4;0;3;1;0;0;0;0;0;0;3;10000;48;13;4;13;50;50;1;-1;0;0;0;0;0;-1;0;0;0;13;2;100;1;656;-1;1;S;CLASICO;0;27;0,8571;1;3;H;10000;29990;3;166,9493667;50;1;2915045875;0;S;1;0;0;0;0;1;0,020586015;0;0;0;0;0,020586015;0,020586015;0;1;0;0;0;0;0,543707794;;;;0,543707794;0;0;0;1;0;0;0;0,020586015;0;0;0;0;1;0;0
0;21;-1;2;0;1;0;0;0;9;6;0;36;100;6;-1;21;-1;-1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;6;-1;-0,01;-0,01;-1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;21;3;75;96;575;19;40;S;ABC+;0;45;0,2;96;0;H;0;0;1;329,0060333;-1;96;368449075;0;N;0;0;0,818038804;0;0,181961196;0;;0;0,064967516;0;0,014451108;0;0,079418624;0;0;0,795404381;0;0,204595619;;;0,423730976;;0,61409375;0,452424916;0,818038804;0;0,181961196;0;0,064967516;0;0,014451108;0;0,849267061;0;0,150732939;0;0;0;0
2;-1;-1;0;0;0;2;0;20004;1;-1;24;24;0;-1;-1;-1;24;-1;10002;24;0,7483;15000;5004;23;24;1;1;0;0;0;0;0;0;1;15000;74;24;24;24;16,5;16,5;2;-1;0;0;0;0;0;-1;0;0;0;24;5;33;2;685;108;108;S;ABC+;0;36;0,2857;2;1;M;15000;20004;0;;50;2;2927417115;0;S;1;0;0;0;0;1;0,048567039;0;0;0;0;0,048567039;0,048567039;0;1;0;0;0;0;0,699780281;;;;0,699780281;0;0;0;1;0;0;0;0,048567039;0;0;0;0;1;0;0
4;-1;-1;0;0;0;4;0;26559;7;-1;39;39;0;-1;-1;-1;4;-1;6639,75;39;0,5562;4500;16400;4;3;1;3;0;0;0;0;0;0;1;16400;55;39;4;39;-0,01;-0,01;;;;;;;;;-0,01;-0,01;0;39;2;;1;687;;;S;PREFERENTE;0;32;0,8571;1;1;H;16400;26559;2;93,575102;20;1;2927520040;0;S;1;0;0;0;0;1;0,051448687;0;0;0;0;0,051448687;0,051448687;0;1;0;0;0;0;0,639452838;;;;0,639452838;0;0;0;1;0;0;0;0,051448687;0;0;0;0;1;0;0
1;-1;-1;1;0;0;1;0;10000;2;4;33;48;50;4;-1;-1;33;-1;10000;33;0,8539;10000;0;33;0;1;0;0;0;0;1;0;0;1;10000;85;33;4;33;50;50;1;-1;0;0;0;0;0;-1;0;0;0;33;2;75;2;680;0;44;S;CLASICO;0;24;0,8571;2;1;M;10000;10000;1;77,30096667;50;2;2942079960;0;S;0;0;0;0;0,82419128;0,17580872;0,014638716;0;0;0;0,015460518;0,003297892;0,01875841;0;0,225285597;0;0;0,774714403;0;0,811614866;;;0,594412955;0,632549524;0;0;0,82419128;0,17580872;0;0;0,015460518;0,003297892;0;0;0,824418818;0;0,175581182;0;0
1;-1;114;0;1;0;1;1;20500;2;-1;317;317;33;-1;317;-1;6;114;20500;6;0,3542;0;20500;0;5;0;1;0;1;0;0;0;1;0;20500;35;6;6;6;25;25;1;1;1;1;1;1;1;1;50;50;1;317;3;83,33333333;2;704;314;314;S;ABC+;0;54;0,8571;2;0;H;20500;20500;1;353,7667333;50;2;2942789625;0;S;1;0;0;0,942278985;0;0,057721015;0,03181278;0;0;0,015791961;0;0,000967365;0,016759326;0,010221271;0,020186802;0;0,969591928;0;0,527017343;1,040848502;;0,697602;;0,700342442;0;0,942278985;0;0,057721015;0;0,015791961;0;0,000967365;0;0,973400848;0;0,013016316;0,013582835;0;0
2;-1;-1;0;0;0;2;0;110892;1;-1;46;46;0;-1;-1;-1;36;-1;55446;46;0,6987;90892;0;46;0;2;0;0;0;0;0;0;0;2;90892;69;46;16;46;;;;;;;;;;;;;0;46;2;;2;648;;;S;PREFERENTE;;70;0,8333;2;2;H;90892;110892;0;2482,098122;50;2;2957953180;0;S;1;0;0;0;0;1;0,043173546;0;0;0;0;0,043173546;0,043173546;0;1;0;0;0;0;6,620353755;;;;6,620353755;0;0;0;1;0;0;0;0,043173546;0;0;0;0;1;0;0
8;-1;-1;1;1;0;8;0;1081371;7;51;62;62;10;51;4;-1;16;-1;135171,38;62;0,4236;343011;302000;58;42;5;3;0;1;1;0;0;0;6;343011;42;62;4;62;50;66,5;2;-1;0;0;0;0;0;-1;0;0;0;62;5;83,25;1;688;59;59;A;SELECT;1;47;0,9375;1;6;H;343011;1081371;1;5104,966151;50;1;375561940;0;S;0;0,75551944;0;0,090448308;0;0,152696455;0,218572686;0,181824189;0;0,021767395;0;0,036748107;0,240661166;0,181824189;0,818174025;0;0;1,79E-06;0,186040944;0,837148616;;;0,0002;1,013927193;0;0;4,86E-05;0,999951402;0;0;1,79E-06;0,036748107;0;0;0,009054215;0;0,990945785;0;0
7;-1;15;0;0;0;7;2;234019;6;-1;54;54;22;-1;-1;-1;12;15;33431,29;54;0,81;61000;50000;13;11;3;4;0;0;0;0;0;2;3;61000;81;54;8;54;66,5;83,5;2;1;2;2;2;2;2;1;50;50;2;54;5;89;2;652;50;50;A;SELECT;2;31;0,6429;2;3;H;61000;234019;1;5017,2118;50;2;2966529995;0;S;1;0;0;0,331676301;0;0,668323699;0,060997742;0;0;0,007103296;0;0,014313055;0,021416351;0;0,234648933;0;0,765351067;0;0;1,200917408;;0,940617122;;0,991020877;0;0,093745101;0;0,906254899;0;0,001480575;0;0,014313055;0;0,806363044;0;0;0,193636956;0;0
3;-1;-1;1;0;0;3;0;170000;3;-1;38;49;25;-1;-1;-1;12;-1;56666,67;38;0,8511;50000;100000;12;37;2;1;0;0;0;1;0;0;2;100000;85;38;12;38;100;100;1;-1;0;0;0;0;0;-1;0;0;0;38;5;100;1;699;33;33;S;ABC+;0;61;0,8;1;2;H;100000;170000;0;1141,308267;50;1;2969017100;0;S;0;0;0;0;0;1;0,044172432;0;0;0;0;0,044172432;0,044172432;0;1;0;0;0;0;0,873679062;;;0;0,783875302;0;0;0;1;0;0;0;0,044172432;0;0;0,102788042;0;0,897211958;0;0
2;-1;-1;2;0;0;2;0;8000;7;9;38;38;50;9;-1;-1;2;-1;4000;38;0,9976;5000;0;1;0;2;0;0;0;0;2;0;0;2;5000;99;38;2;38;0;50;2;-1;0;0;0;0;0;-1;0;0;0;38;2;100;2;633;8;8;S;PREFERENTE;0;24;0,8;2;2;H;5000;8000;2;189,1003429;50;2;2972290460;0;S;0;0;0;0;0,690834473;0,309165527;0,028317253;0;0;0;0,031911532;0,014281201;0,046192733;0;0,504328594;0;0;0,495671406;0;0,865242845;;;0,531472322;0,659842388;0;0;0,690834473;0,309165527;0;0;0,031911532;0,014281201;0;0;0,615394238;0;0,384605762;0;0
2;-1;-1;2;0;0;2;0;8000;4;17;47;47;50;17;-1;-1;11;-1;4000;47;1,6051;5000;0;10;0;2;0;0;0;0;2;0;0;2;5000;160;47;11;47;0;50;3;-1;0;0;0;0;0;-1;-0,01;-0,01;0;47;2;100;3;573;17;17;S;PREFERENTE;0;25;0,4;3;2;H;5000;8000;1;;50;3;2972290460;0;S;1;0;0;0;0,410235581;0,589764419;0,056537653;0;0;0;0,030548666;0,043917488;0,074466154;0;0,776783014;0;0;0,223216986;0;0,995117793;;;0,250016939;0,597585222;0;0;0,410235581;0,589764419;0;0;0,030548666;0,043917488;0;0;0,53352854;0;0,46647146;0;0
1;-1;-1;0;0;0;1;0;50000;4;-1;5;5;0;-1;-1;-1;5;-1;50000;5;0,0411;50000;0;5;0;1;0;0;0;0;0;0;0;1;50000;4;5;5;5;0;0;1;-1;0;0;0;0;0;-1;-0,01;-0,01;0;5;5;100;1;715;-1;47;S;SELECT;0;36;1;1;1;H;50000;50000;1;;20;1;2982138255;0;S;0;0;0;0;0;1;0,304284323;0;0;0;0;0,304284323;0,304284323;0;1;0;0;0;0;0,39530408;;;;0,39530408;0;0;0;1;0;0;0;0,304284323;0;0;0;0;1;0;0
